created_at,tweet,Категорія,Категорія_Ід
13.07.2021 18:57:37,На зустрічі з @MarosSefcovic відзначив важливість Меморандуму з 🇪🇺 про стратегічне партнерство у сфері критичної сировини. Робимо більш прозорою і привабливою для інвесторів літієву й титанову галузь. Вкотре наголосив на величезній загрозі #NS2 для безпеки України і всієї Європи.  https://t.co/xM6urzKjIS,Подія,5
13.07.2021 13:46:29,"Із задоволенням особисто привітав новообраного Президента 🇮🇱 @Isaac_Herzog. Наші країни мають унікальний досвід відносин, а народи об’єднують тісні контакти й родинні зв’язки. Чекатиму на особисту зустріч в Україні і впевнений у стрімкому прогресі наших двосторонніх взаємин.",Вшанування,7
13.07.2021 12:21:31,"У Бабиному Яру було страчено близько 100 тисяч людей. Наш обов’язок – зробити його місцем пам’яті. Тож до 80-х роковин здійснюється розбудова території Національного історико-меморіального заповідника «Бабин Яр», де кожен охочий зможе доторкнутися до історії.  https://t.co/UFNdPh5TFm",Співчуття,2
13.07.2021 12:20:24,"До 90-х роковин Голодомору-геноциду на схилах Дніпра в Києві у повному обсязі постане друга черга Національного музею «Меморіал жертв голодоморів». Ми відповідальні за передання цієї пам’яті прийдешнім поколінням, за донесення світу правдивої інформації про Голодомор.  https://t.co/nuQ4dvSUGw",Співчуття,2
13.07.2021 12:19:08,"Триває активна робота над законом про національні спільноти України. Не меншини, а спільноти! Бо жодна національність в Україні не має почуватися менш важливою, менш захищеною, менш щасливою. Ніхто не може бути в меншості, адже всі ми – рівні. І всі ми – рідні.  https://t.co/Y85WtWJeZa",Підтримка,6
12.07.2021 22:14:44,"Німеччина дійсно опікується питанням енергетичної безпеки Європи та України. Але в цій сфері 🇺🇦 повинна мати гарантії ЄС і, зокрема, 🇩🇪. Тому питання #ПП-2 має бути в адженді майбутньої зустрічі у форматі #Норманді. Сказав про це на зустрічі з пані #Меркель у Берліні.  https://t.co/WzMgQ4XVyg",Сентенція,4
12.07.2021 22:06:44,"Дякую пані Ангелі #Меркель за нашу важливу зустріч у Берліні. За її підсумками можемо констатувати, що 🇩🇪 незмінно підтримує суверенітет і територіальну цілісність України й не визнає анексію #Криму. Незмінною є підтримка з боку ФРН європейських та євроатлантичних прагнень 🇺🇦.  https://t.co/aXDfguIBxQ",Вдячність,3
12.07.2021 17:30:33,"Обговорив з #FrankWalterSteinmeier безпекову ситуацію на #Донбасі, рух 🇺🇦 до членства в #EU і @NATO. Україна демонструє прогрес у втіленні ключових реформ у сфері судочинства й боротьби з корупцією. Антиолігархічний закон сприятиме більшій прозорості й залученню інвестицій з 🇩🇪.  https://t.co/Qosmm6v0fE",Подія,5
12.07.2021 10:47:47,"Щиро вітаю колегу Президентку 🇲🇩 @SanduMaiaMD із переконливою перемогою демократичних проєвропейських політичних сил, зокрема партії «Дія і солідарність», на парламентських виборах! Це надзвичайно важливий крок дружньої Молдови на шляху реформ і реалізації європейських прагнень!  https://t.co/8NiGJ6vqdn",Вшанування,7
11.07.2021 23:25:55,"На зустрічі в Берліні з @ArminLaschet наголосив на важливості продовження політики підтримки з боку 🇩🇪 відновлення територіальної цілісності 🇺🇦, набуття нею членства в #EuropeanUnion і @NATO. Важливо активізувати переговорний процес для досягнення миру на Донбасі.  https://t.co/Masipldbsb",Подія,5
11.07.2021 19:37:56,"Побажав перемоги нашим спортсменам на @Tokyo2020. Вони – найкращі посли України, бо прославляють 🇺🇦 далеко за її межами. Передав їм прапор, який підписали захисники України. #40млнПідтримують наших олімпійців! Навіть більше – за них вболіватимуть й ті, хто віддав життя за 🇺🇦.  https://t.co/cq2nsrRNgD",Сентенція,4
08.07.2021 17:46:00,"Мав приємність укотре поспілкуватися телефоном з @RTErdogan. Вдячний пану Президенту Туреччини за швидку реакцію та готовність не лише говорити, а й діяти задля конкретного наповнення стратегічного партнерства 🇺🇦 і 🇹🇷 у всіх сферах.  https://t.co/lzg6ojD8TF",Подія,5
07.07.2021 19:40:26,Від щирого серця вітаю @Isaac_Herzog з інавгурацією! Нехай здійсниться Ваше прагнення – бути гарним Президентом всіх ізраїльтян. Бажаю миру і процвітання народу Ізраїлю. Сподіваюся на подальше зміцнення відносин дружби й партнерства між 🇺🇦 та 🇮🇱!,Вшанування,7
07.07.2021 18:27:12,"Вітаю @SwedishPM Стефана Левена з перепризначенням на посаду прем'єр-міністра 🇸🇪. Підтверджую готовність 🇺🇦 продовжувати поглиблювати 🇺🇦-🇸🇪 дружні відносини. Вдячний 🇸🇪 за підтримку територіальної цілісності та суверенітету, важливих реформ та європейського майбутнього 🇺🇦.  https://t.co/4jvn2UTzZS",Вшанування,7
07.07.2021 13:33:00,Обговорив з @ignaziocassis проведення в липні 2022 року 5-ї Конференції з питань реформ в Україні. 🇨🇭 є одним з найбільших інвесторів 🇺🇦. Подякував за тверду підтримку суверенітету й територіальної цілісності 🇺🇦 та готовність брати участь у #КримськійПлатформі на високому рівні.  https://t.co/hLqKQ6dcr2,Подія,5
06.07.2021 18:25:53,"У Вільнюсі зустрівся з @GitanasNauseda й @eucopresident. Наголосив на незмінності стратегічного курсу 🇺🇦 на набуття повноправного членства в #ЄС. Розповів про безпекову ситуацію на #Донбасі. Вдячний 🇱🇹 та 🇪🇺 за неприйняття відновлення діалогу з РФ, поки триває агресія проти 🇺🇦.  https://t.co/Trz8kkqLet",Подія,5
06.07.2021 18:12:54,"У Литві мав приємність обговорити з @eucopresident підготовку до Саміту Україна – ЄС, запланованого на 12 жовтня. Окрему увагу приділили ініціативі 🇺🇦, 🇬🇪 і 🇲🇩 «Асоційоване тріо». Подякував @CharlesMichel за готовність розвивати співпрацю між ЄС і нашими країнами.  https://t.co/WVvOMIwwpd",Подія,5
06.07.2021 14:51:02,"Литва однією з перших засудила анексію Криму Росією, першою офіційно заявила про готовність підтримати вступ України до #ЄС. І ми завжди будемо за це вдячні. Ми завжди будемо готові першими прийти вам на допомогу.  https://t.co/oEunBTatG9",Вдячність,3
06.07.2021 14:50:34,"Велика честь відвідувати 🇱🇹 з нагоди Дня державності на запрошення @GitanasNauseda. Наші народи мають спільне минуле, а сьогодні Литва підтримує Україну в захисті нашого суверенітету й територіальної цілісності. Щасливий привітати 🇱🇹 друзів і побажати їм тисячоліть процвітання.  https://t.co/MSsFpDByS9",Підтримка,6
05.07.2021 15:04:02,"Шановні молоді офіцери, цьогорічне отримання дипломів є ще почеснішим, бо ви закінчуєте навчання у століття альма-матер, у 25-ту річницю Конституції та в рік 30-ліття незалежності України! Будьте гідними синами академії, вартовими засад Конституції, захисниками незалежності!  https://t.co/oqGNQhsy4f",Підтримка,6
05.07.2021 15:02:21,"Від щирого серця вітаю колектив Національної академії внутрішніх справ зі 100-річчям створення закладу. Так тримати, дорога академіє, так і ще краще! Щоб з гордістю відзначити ще не одне століття власної славетної історії!  https://t.co/HaiFYlQDDA",Вшанування,7
05.07.2021 12:22:55,"Найбільшим викликом для України у сфері енергетичної безпеки є добудова «Північного потоку – 2». Його запуск – це не про економіку. Це зброя проти України та проти Європи, це пряма безпекова пастка для всіх. Слід і надалі боротися з цим проектом, залучаючи міжнародних партнерів.  https://t.co/ufh4HZi9ID",Невдоволення,1
05.07.2021 12:19:36,"Проекти #ЄС і #НАТО не будуть повноцінними без України. Набуття повноправного членства в ЄС і НАТО є стратегічним пріоритетом зовнішньої політики України. Згідно з останніми дослідженнями, понад 60% громадян підтримують вступ до ЄС і переконлива більшість – до НАТО.  https://t.co/KvrvgF4OkY",Підтримка,6
05.07.2021 12:16:17,"Перетворення Криму на військову базу повністю руйнує архітектуру безпеки в регіоні. Саме тому Україна ініціювала створення #КримськоїПлатформи, перший саміт якої відбудеться 23 серпня. Її мета – посилити міжнародний тиск на РФ для деокупації Криму та захисту прав усіх кримчан.  https://t.co/sk886nL4ip",Невдоволення,1
05.07.2021 12:13:34,"На глобальному й регіональному рівнях зростає кількість конфліктів, окремі держави нав’язують свої підходи до міжнародних відносин. Результат – ерозія глобального правопорядку. Наша мета – протидіяти цьому в контексті власних інтересів, головний серед яких – мир на нашій землі.  https://t.co/FyBZeFTu5X",Невдоволення,1
04.07.2021 22:05:18,"Вітаю працівників Національної поліції України з професійним святом! Переконаний – служіння народу й закону є для вас не просто професією, а покликанням і шляхом на все життя. Зичу сили, витримки й незламності! Продовжуймо робити все, щоб кожен українець почувався в безпеці!  https://t.co/IrkQqIF38F",Вшанування,7
04.07.2021 13:15:05,Навчання «Сі Бриз – 2021» стали наймасштабнішими за всю історію існування. У них взяли участь багато країн – членів @NATO і партнерів 🇺🇦. Ці навчання є черговим іспитом @UA_NAVY на взаємосумісність з найкращими флотами світу. Вітаю всіх наших друзів на святі з нагоди Дня #ВМС.  https://t.co/nWS6pHD51h,Вшанування,7
04.07.2021 13:04:39,"Один з моїх головних пріоритетів – побудова потужних #ВМС, оснащених сучасними кораблями й озброєнням, готових адекватно реагувати на загрози нацбезпеці 🇺🇦. Наполегливо працюємо, щоб @UA_NAVY були повністю обізнаними в ситуації на морі й могли дати гідну відсіч ворогу.  https://t.co/lE4DtyPkLr",Підтримка,6
04.07.2021 12:53:16,Сильні @UA_NAVY разом з іншими військами 🇺🇦 є опорою для нашої дипломатії на шляху до відновлення миру й територіальної цілісності України. У часи російської агресії боєздатні #ВМС – одна з найголовніших складових обороноздатності України й безпеки в Чорноморському регіоні.  https://t.co/YKSW9QVlbI,Підтримка,6
04.07.2021 12:20:42,"Від імені народу 🇺🇦 дякую #ВМС @UA_NAVY за гідну службу та вірність присязі. Завдяки всім нашим захисникам сьогодні у вільній Україні – мирне небо, працюють порти й підприємства, тисячі українців та іноземних гостей – на наших курортах. Ми усвідомлюємо, якою є ціна миру.",Вдячність,3
04.07.2021 09:09:06,Щирі вітання @POTUS і американському народу з Днем незалежності! Наші країни об'єднують демократичні цінності та прагнення свободи. Наша дружба і стратегічне партнерство творять спільну історію успіху. Вдячний 🇺🇸 за незмінну підтримку суверенітету 🇺🇦. #4thofJuly  https://t.co/CmsydX59XQ,Вшанування,7
03.07.2021 23:50:33,"Хлопці, ви довели, що вмієте битися нарівні з найкращими, що маєте сталевий характер, вмієте надихати й об'єднувати навколо себе всю країну. Дякую за цей чемпіонат і певен, що далі – тільки краще! Обіймаю кожного з вас від усіх українців! Слава Україні!  https://t.co/B1QAQVPg7v",Вдячність,3
03.07.2021 21:02:22,"Уже за годину серцебиття 40 мільйонів українців по всьому світу синхронізується зі скандуванням «У-КРА-Ї-НА» в 1/4 фіналу Євро-2020 проти англійців!  Хлопці, ми з вами! Ми віримо в перемогу! Слава Україні!  #40млнПідтримуютьЗбірну #ЗбірнаУкраїни #ПідтримайЗбірну #МиЗбірна",Підтримка,6
03.07.2021 09:25:34,"Вибачте, @BorisJohnson, але цього разу я не підтримую @England. Вперед, #Україно! Нехай щастить у Римі, синьо-жовті!   #40млнПідтримуютьЗбірну #ЗбірнаУкраїни #ПідтримайЗбірну #МиЗбірна #euro2020",Підтримка,6
02.07.2021 20:46:40,"Влаштуємо перекличку найбільшого, понад 40-мільйонного фан-сектора у Європі! Запиши відео, назви себе, своє місто або селище! Завтра гратиме вся Україна.  Завтра вболіватиме вся Україна. Вірю, завтра перемагатиме вся Україна!  #40млнПідтримуютьЗбірну #ЗбірнаУкраїни #МиЗбірна  https://t.co/SmFQcPAaEA",Підтримка,6
01.07.2021 18:33:00,Дякую @verkhovna_rada за підтримку за основу мого законопроекту #5599 про деолігархізацію. Олігархи – це минуле. Всі вони мають стати просто великими бізнесменами. Нам потрібні прозорі економічні відносини та рівні правила гри для всіх.,Вдячність,3
01.07.2021 12:47:30,Щиро вітаю @BorutPahor @govSlovenia @EU2021SI з початком словенського головування в Раді Європейського Союзу @EUCouncil. Бажаю успішної реалізації всіх визначених пріоритетів. Зміцнення відносин Україна – ЄС зробить Європу сильнішою.,Вшанування,7
01.07.2021 11:18:00,"Усі питання щодо України вирішуються лише Українською державою, а не в будь-якій сусідній країні. Саміт 🇺🇸-🇷🇺 показав, що суб'єктність 🇺🇦 значно посилилась. Наша держава працює за принципом «нічого про Україну без України». Сказав про це в розмові з @interfaxua.",Сентенція,4
01.07.2021 11:17:22,"В інтерв’ю @interfaxua зазначив, що українці та росіяни – не один народ. У кожного з нас – свій шлях. Але мета має бути одна – закінчити війну, повернути 🇺🇦 території. Неможливо одночасно говорити про один народ і захоплювати наші території, продовжувати бійню на #Донбасі.",Невдоволення,1
01.07.2021 11:16:33,"Ціннісна інтеграція України до @NATO і #EuropeanUnion є нашим історичним вибором. Україна самостійно обирає, як забезпечувати реалізацію своїх національних інтересів. А занепокоєння #РФ у зв’язку з цим – якісь дитячі страхи. Розповів про це @interfaxua.",Сентенція,4
01.07.2021 10:09:42,"Щирі вітання @JustinTrudeau і 🇨🇦 народу з Днем Канади! Наші країни єднають унікальні історичні зв'язки, і сьогодні ми разом будуємо 🇺🇦-🇨🇦 партнерство нової якості. Вдячні канадським друзям і союзникам за непохитну підтримку України! #HappyCanadaDay #FeteDuCanada  https://t.co/Uxpq3QS4Bv",Вшанування,7
30.06.2021 00:42:37,"Та-а-ак, це перемога-а-а! Ми в 1/4 Євро!!! Неймовірна напруга, шалена «заруба» в екстра-таймі та феєрична розв’язка на 121-й хвилині. Це було нереально круто! Хлопці, respect – ви справжні бійці! Бєсєдіну – здоров'я. Слава Україні!  https://t.co/21LtRqqitA",Підтримка,6
29.06.2021 18:49:08,Справедливості в Україні бути! @verkhovna_rada ухвалила законопроект № 3711-д щодо відбору кандидатів до ВККС за участю міжнародних експертів з урахуванням рекомендацій @VeniceComm. Це черговий крок до реальної судової реформи. Дякую депутатам за підтримку. Чекаю закон на підпис,Сентенція,4
29.06.2021 09:40:01,"Мав приємну розмову – подзвонив хлопцям з нашої збірної 🇺🇦, щоб сказати: ми віримо в них і дуже вболіваємо. Привітав з ДН Андрія Пятова. Наші футболісти добре мотивовані й здатні дивувати. Сьогодні на полі з ними буде 40 млн українців. #ЗбірнаУкраїни #ПідтримайЗбірну #МиЗбірна  https://t.co/qFgYYsRg0W",Подія,5
28.06.2021 18:54:50,"Долучайся до флешмобу! Запиши відео на підтримку збірної України з футболу, щоб наші хлопці знали:  #завтра_на_полі_їх_буде_не_11 #завтра_нас_буде_40_мільйонів  https://t.co/FWWKYowUsQ",Підтримка,6
28.06.2021 13:32:25,Вдячний @EUCouncil та @2021PortugalEU за схвалення Угоди про Спільний авіаційний простір між 🇺🇦 та ЄС. Угода дасть змогу нашим громадянам отримати дешевші квитки та розширити географію подорожей. Її підписання стане ще одним кроком до входження 🇺🇦 в єдиний європейський простір.,Вдячність,3
28.06.2021 09:46:53,"Конституції України – 25! Вона молода, але зріла й мудра. Вона демократична й людиноцентрична, адже третина її статей присвячена правам і свободам людини та громадянина. Конституція – символ нашої держави, історії та незалежності! Щиро вітаю всіх нас із цим особливим святом! 🇺🇦  https://t.co/Puo8Ru9L9x",Вшанування,7
23.06.2021 21:20:01,"Ніколи в житті не вірив у магію, але сьогодні можу сказати напевно – футбольна магія існує. Наша збірна – в 1/8 Євро-2020!!! Такий шанс не можна втрачати, хлопці, вся країна чекає максимальної віддачі! Слава Україні!  https://t.co/G8VjnwiOMQ",Вшанування,7
23.06.2021 17:29:09,"Телефоном привітав президента Томаса Баха з річницею створення #МОК @iocmedia. Запевнив, що Україна буде гідно представлена на @Tokyo2020, адже 🇺🇦 – країна чемпіонів. Розповів про програму «Здорова Україна». На моє запрошення Бах долучиться до святкування 30-ї річниці @OlympicUA.",Вшанування,7
23.06.2021 13:34:39,Обговорили із @Zourabichvili_S євроатлантичні прагнення 🇺🇦 і 🇬🇪. Наші країни мають спільні цілі щодо набуття повноправного членства в ЄС і НАТО. Не оминули увагою й енергетичну безпеку. Домовилися зробити це пріоритетним напрямком подальшої взаємодії.  https://t.co/u3Qpb2vwMS,Подія,5
23.06.2021 13:32:35,"Вітаю @Zourabichvili_S з візитом в 🇺🇦. Спільне завдання 🇺🇦 і 🇬🇪 – посилити дружні відносини та стратегічне партнерство реальним змістом і конкретними проектами. Наші країни єднають спільні виклики в захисті суверенітету, безпека в Чорноморському регіоні і євроатлантичні прагнення  https://t.co/jf289HcRYB",Вшанування,7
22.06.2021 18:48:07,"В особливу дату поговорив з канцлером #Німеччини Ангелою #Меркель про те, що світ має зробити все, аби такі трагедії, як Друга світова війна, не повторювалися. Вдячний за запрошення відвідати 12 липня Берлін для обговорення актуальних безпекових питань та питань співпраці 🇺🇦 🇩🇪.",Подія,5
22.06.2021 12:43:46,"На жаль, 75% українців не займаються регулярними фізичними вправами. Це відбувається, зокрема, через відсутність доступної спортивної інфраструктури. Ми почали створювати її. Це будуть локації здорової країни, мета яких дуже проста – спорт для всіх.  https://t.co/I16uQF4oxj",Невдоволення,1
22.06.2021 12:42:10,"Для осіб, старших за 55 років, буде запроваджено так звані медичні чекапи – повні обстеження кожні два роки. Рання діагностика захворювань дає змогу державі зі значно вищими шансами рятувати життя своїх громадян.  https://t.co/2lHtAg6FWd",Вшанування,7
22.06.2021 12:40:13,"Ми створюємо модель здорової школи, яка складатиметься з восьми компонентів задля зміцнення здоров’я та імунітету всіх учнів країни. Зокрема, готуємо нову концепцію уроків фізкультури, реформуємо шкільне харчування, популяризуємо спортивні секції та гуртки.  https://t.co/olBCZ26t7A",Вшанування,7
22.06.2021 12:38:39,"Ми починаємо загальнонаціональну програму Президента «Здорова Україна». Вона спрямована на всі вікові категорії та групи населення, має різні форми й напрями, об’єднані головною метою, яка звучить так: українці мають жити довше!  https://t.co/ZureDCELL0",Вшанування,7
22.06.2021 10:08:08,"Сьогодні, 22 червня, – День скорботи і вшанування пам’яті жертв війни. 80-ті роковини початку найбільш кривавого періоду Другої світової. Схиляємо голови у пам’ять про всіх, хто воював за наше мирне майбутнє, хто пережив ворожу окупацію та концтабори. Світла пам’ять загиблим.  https://t.co/nRDTgwy47o",Співчуття,2
21.06.2021 21:00:38,"Це Євро-2020, де найкращі з найкращих. Так, знову тяжкий матч. Так, сьогодні маємо гірку та прикру поразку. Проте навіть після цієї гри збірна не втратила як шансу на участь у 1/8 фіналу, так і нашої з вами підтримки! Бо це – наші хлопці. Збірна, ми з тобою! Слава Україні!  https://t.co/9q1gO0sXDO",Підтримка,6
21.06.2021 17:54:48,"Щирі співчуття у зв'язку із загибеллю людини внаслідок вибуху в 5-поверхівці в Білогородці на Київщині. Причини трагедії мають бути встановлені якнайшвидше. Місцева влада й ОДА повинні надати всю необхідну допомогу постраждалим і тим, хто був евакуйований зі своїх помешкань.  https://t.co/4mn7yAwVIT",Співчуття,2
19.06.2021 13:14:51,"Сьогодні Збройні Сили України стають сильнішими. Сильнішими щонайменше в 572 рази. Адже їхні лави поповнюють 572 молоді офіцери! 572 освічені, гарно підготовлені, розумні й відважні патріоти України.   https://t.co/PCKUWlLzlM",Вшанування,7
18.06.2021 19:26:45,"Підсумки засідання РНБО. Ухвалили Стратегію розвитку оборонно-промислового комплексу. Анульовано ліцензії недобросовісних надрокористувачів. Державі повернуто ліцензії на видобуток газу та нафти. Є нові санкції – Фірташ, Фукс, Чемезов, Шелков, інші особи, які працювали проти 🇺🇦.  https://t.co/i88rDGyZKe",Підтримка,6
18.06.2021 16:46:40,Вітаю Генерального секретаря ООН пана Антоніу Гутерріша @antonioguterres з перепризначенням на другий термін. Ми цінуємо вашу відданість цінностям та принципам Статуту ООН. Бажаю вам усіляких успіхів у виконанні важливих обов'язків лідера Організації.,Вшанування,7
18.06.2021 13:21:07,"Вітаю зі святом всіх-всіх українських медиків. Ще рік тому ми не розуміли, що буде далі. Чи вистоїмо ми проти COVID-19? Та завдяки вам ми вистояли й поступово повертаємось до звичного життя. Міцного здоров’я вам, вашим родинам і пацієнтам. З Днем медичного працівника!  https://t.co/8X9hARjnJQ",Вшанування,7
18.06.2021 13:06:47,"Указ, який я підписую сьогодні, має досить складну назву, але просту суть. Він встановлює орієнтир мінімального рівня оплати праці – не менше 13,5 тис. грн для середнього медичного персоналу. І не менше 20 тис. грн для лікарського складу.  https://t.co/lweOMfle3x",Вшанування,7
18.06.2021 13:05:51,"У межах «Великого будівництва» вже зроблено 33 лікарні та 260 сільських амбулаторій. У планах до кінця року – ще 30 медичних закладів, 340 сільських амбулаторій і 200 сучасних приймальних відділень по всій Україні.  https://t.co/usRDJTZlPg",Вшанування,7
18.06.2021 09:43:41,Історична подія для України – @Ukravtodor_Gov успішно розмістив дебютний випуск єврооблігацій для реалізації програми #ВеликеБудівництво. Процентна ставка – одна з найнижчих в історії євробондів 🇺🇦. Це демонструє довіру міжнародних інвесторів і сприяє розбудові успішної України.,Підтримка,6
17.06.2021 17:58:20,"Україна vs Північна Македонія – 2:1! Напружений поєдинок і така потрібна перемога! Дякуємо за справжній футбольний трилер, дякуємо за важливі три пункти! Слава Україні!  https://t.co/k00TPxREVl",Підтримка,6
15.06.2021 17:59:00,"Обговорив з @AnnLinde безпекову ситуацію на #Донбасі й на кордоні 🇺🇦. Відзначив увагу, яку головування 🇸🇪 в @OSCE приділяє підтримці суверенітету й територіальної цілісності 🇺🇦 та мирному врегулюванню. Ціную рішення 🇸🇪 надати для представлення в Києві оригінал Конституції Орлика.  https://t.co/3oqIpAKin2",Подія,5
15.06.2021 12:15:07,"Всі без винятку чиновники, і особливо народні депутати, мають усвідомити відповідальність, якщо вони забудуть, хто саме є їхнім роботодавцем. Забудуть, хто їх обрав і довірив їм представляти свої інтереси. Хто саме платить їм заробітну платню. Це – народ України.  https://t.co/DjXuhMNKYi",Підтримка,6
15.06.2021 12:14:46,"Великий бізнес – це нормально. Ненормально ставати великим бізнесом, коли ти або незаконно щось береш із держбюджету, або щось не докладаєш у державний бюджет. Ненормально, коли цей великий бізнес одноосібно контролює окремі галузі економіки й диктує правила розвитку країни.  https://t.co/EPNfnv9MAX",Невдоволення,1
15.06.2021 12:14:13,"Варто зрозуміти, що держінституції та суди мають бути незалежні не тільки від інших гілок влади, а й від великого бізнесу. Партії, ЗМІ, держслужбовці всіх рівнів, судді, правоохоронці, наглядові ради державних підприємств – всі повинні функціонувати без впливу капіталу олігархів.  https://t.co/CdWqWKPv2w",Підтримка,6
15.06.2021 12:13:45,"Олігархи впливали на ухвалення рішень у парламенті, на призначення міністрів і керівників держпідприємств, на цілі сектори економіки. Я недарма вживаю ці слова в минулому часі, бо відтепер все буде інакше.  https://t.co/PC0hKvhTcZ",Підтримка,6
14.06.2021 21:53:55,"Вітаю розуміння партнерами з країн @NATO всіх ризиків і викликів, з якими ми маємо справу. Лідери НАТО підтвердили, що 🇺🇦 стане членом Альянсу, а #ПДЧ є невід’ємною складовою процесу набуття членства. 🇺🇦 заслуговує на належну оцінку її ролі у забезпеченні євроатлантичної безпеки.",Підтримка,6
14.06.2021 15:44:52,"Дякую @SenatorMenendez за принципову позицію щодо російської агресії та підтримку України. Ми боремося за спільні цінності. Згоден, що «Північний потік – 2» має бути зупинений, а Україна – інтегрована в НАТО. Очікую на нашу зустріч у Вашингтоні.",Вдячність,3
14.06.2021 13:39:12,"Перед самітом @NATO у телефонній розмові з @BorisJohnson наголосив на важливості чіткої перспективи членства для #України. Ми проводимо реформи в умовах зовнішньої агресії. Час, щоб партнери по #НАТО підтримали 🇺🇦 конкретними рішеннями. Також обговорили співпрацю у сфері оборони.  https://t.co/kh10v6mzp0",Подія,5
14.06.2021 11:07:22,"14 червня 2014 року в небі неподалік Луганська було збито Іл-76 Повітряних сил ЗСУ. Ми втратили 40 десантників і 9 членів екіпажу. Маємо робити все, щоб ці хлопці, дивлячись на нас згори, знали – вони пожертвували своїми життями не марно. Вічна пам’ять!  https://t.co/hOSJtv31k4",Співчуття,2
14.06.2021 10:19:17,"Пішов з життя Григорій Миколайович Чапкіс. Великий танцівник, людина, особистість. З незламним характером, з сильною енергетикою, з неповторним «рухом на паркеті». Невиправний оптиміст, той, з кого хотілося брати приклад. Для кого танець був його життям.  Назавжди в моєму серці!  https://t.co/fgJlSsAZfV",Співчуття,2
14.06.2021 00:16:07,"Емоційний початок. Дуже сильна гра. Хлопці дійсно боролися до останньої секунди. Кожен українець був з Вами сьогодні і буде й далі. А далі – важливі дві гри і ПЕРЕМОГА! Бо те, що у Вас написано на формі, не затерти й не прибрати! Бо це – про Україну! Бо це сьогодні – про Вас.  https://t.co/Sp7w2k75iG",Підтримка,6
13.06.2021 23:49:00,"Вітаю @naftalibennett з призначенням на посаду Прем'єр-міністра Держави #Ізраїль @IsraeliPM. Україна завжди відчувала підтримку Ізраїлю. Сподіваюся, наше двостороннє партнерство буде зміцнюватися в ім'я процвітання наших народів.",Вшанування,7
13.06.2021 21:44:34,"Вітаю непохитну підтримку #України державами #G7 у комюніке Саміту. Вдячний лідерам 🇬🇧 🇩🇪 🇨🇦 🇮🇹 🇺🇸 🇫🇷 🇯🇵 🇪🇺 за незмінну підтримку незалежності, суверенітету й територіальної цілісності 🇺🇦 та заклик до агресора відвести війська від кордонів 🇺🇦 і з Криму. #Крим – це Україна!",Вшанування,7
12.06.2021 09:00:18,"Щирі вітання Її Величності #queenelizabeth2nd, королівській родині @RoyalFamily та народу 🇬🇧 з нагоди офіційного дня народження #Королеви. Бажаємо міцного здоров’я, натхнення, миру, гармонії й процвітання. Нехай стратегічне партнерство 🇺🇦 та 🇬🇧 буде на користь нашим народам.",Вшанування,7
11.06.2021 22:00:12,Важливі новини від наших 🇺🇸 партнерів. @DeptofDefense затвердив другу частину безпекової допомоги 🇺🇦 у 2021 році на $150 млн. Вдячний @WhiteHouse за надзвичайно важливий внесок у зміцнення обороноспроможності армії 🇺🇦 та збереження життів наших вояків.,Вдячність,3
11.06.2021 19:35:44,У телефонній розмові з #МеттеФредеріксен @Statsmin розповів про безпекову ситуацію на Донбасі та скупчення російських військ біля кордонів 🇺🇦. Обговорили підтримку зусиль України щодо членства в #НАТО. Подякував 🇩🇰 за рішення надати 🇺🇦 500 тис. доз вакцини проти #COVID19.,Вдячність,3
10.06.2021 19:47:41,"Поінформував @jensstoltenberg про суттєві загрози з боку РФ. Сподіваюся, на саміті @NATO будуть розглянуті дієві кроки зі стримування агресії 🇷🇺. Наголосив на важливості для #України підтвердження політики відкритих дверей Альянсу та чинності рішення від 2008 р. щодо #ПДЧ для 🇺🇦.  https://t.co/Jpg3vXN6x9",Сентенція,4
10.06.2021 17:17:32,"Мав змістовну розмову з @luigidimaio. Відносини між 🇺🇦 та 🇮🇹 втілюються в економічні угоди й міцні міжлюдські зв’язки. Наголосив на важливості для 🇺🇦 отримання #ПДЧ в @NATO, сподіваюся на підтримку 🇮🇹 євроінтеграційних зусиль 🇺🇦. Очікую на участь 🇮🇹 у саміті #КримськоїПлатформи.  https://t.co/ehnbG79J96",Подія,5
