Term,Freq
усунути,1
усунення,1
устрій,1
усмішка,1
ускладнювати,1
усвідомити,1
урядовий,1
урср,1
урочистість,1
урочистий,1
урахування,1
урагану,1
ураганом,1
ураган,1
уперше,1
упевнено,1
упа,1
унітарна,1
укріплення,1
українськи,1
україномовний,1
укотре,1
укласти,1
узгоджувати,1
узгодження,1
увійти,1
тішити,1
тіснішої,1
тінь,1
тяжкий,1
туған,1
турецько,1
трішечки,1
трійка,1
трюдо,1
трусову,1
трусов,1
трускавці,1
трудовий,1
трубецького,1
триматися,1
трилер,1
трикутник,1
трик,1
трибунал,1
третина,1
тренд,1
траплятися,1
трансєвропейської,1
транспорт,1
трансатлантичної,1
транзитерів,1
травма,1
точок,1
точний,1
торішній,1
торкнутися,1
торговельно,1
топових,1
токіо,1
товарообіг,1
тло,1
ткг,1
титул,1
титанову,1
тимчасовий,1
тил,1
техніка,1
технік,1
технократ,1
техногенний,1
тетові,1
тест,1
терпимості,1
терористичний,1
терор,1
терміново,1
терміновий,1
терлюга,1
теплота,1
теперішній,1
тенісу,1
тематичний,1
тема,1
телерадіомовлення,1
телекомунікаційний,1
телеканал,1
тегерана,1
творчість,1
творчий,1
твердь,1
твердо,1
таїланді,1
тариф,1
танцівник,1
танкера,1
танк,1
танець,1
таміму,1
таймі,1
табір,1
сірий,1
сімю,1
сімки,1
сіло,1
сікорський,1
сік,1
сюрприз,1
сценарій,1
схід,1
схил,1
схема,1
схвалюю,1
схвалення,1
схвалений,1
сформувати,1
сформований,1
суша,1
сучасність,1
суховантажу,1
суттєво,1
суттєвий,1
сусідній,1
суспільний,1
супутник,1
суперкубок,1
суперзірка,1
суперечність,1
супергерої,1
суміш,1
сумнів,1
сумний,1
сумлінність,1
сумарно,1
сума,1
сулейманов,1
сукупний,1
сугою,1
суворий,1
субєктність,1
субрегіональному,1
стурбованості,1
стукати,1
стрічка,1
стрімкий,1
стрілянина,1
структурний,1
структура,1
строїти,1
стримування,1
стримати,1
стрибок,1
страхування,1
стратити,1
страждання,1
стос,1
столиця,1
стокгольмського,1
стихія,1
стихійний,1
стимул,1
створений,1
статут,1
стаття,1
статистик,1
старікова,1
старший,1
стартапи,1
стартап,1
стародавній,1
старовинний,1
становлять,1
становить,1
становив,1
сталевий,1
стадія,1
ставок,1
ставлення,1
ставитися,1
ст,1
ссо,1
срср,1
спілкуватися,1
співіснувати,1
співголову,1
спустити,1
спуск,1
спрямувати,1
спрямований,1
спротиву,1
спротивити,1
спростимо,1
спричинити,1
спринті,1
сприймати,1
справно,1
справджується,1
спорядженням,1
спорткомплекси,1
спортзали,1
споживач,1
сповнений,1
сповна,1
спина,1
спеціаліст,1
спеціальний,1
спецзасобів,1
спектр,1
спадщина,1
спадкоємність,1
спадкоємному,1
союзу,1
соціологічний,1
соузу,1
сорочка,1
сорок,1
сонячний,1
соммаругою,1
солідний,1
солідарні,1
солоний,1
солодощів,1
солодощі,1
соборності,1
снайперських,1
сміятися,1
смертність,1
смачно,1
смачний,1
слугувати,1
словянська,1
словянськ,1
словенського,1
словаччини,1
словаччина,1
словацький,1
скупчення,1
скруток,1
скринька,1
скривджений,1
скоротити,1
скоординували,1
скликати,1
скласти,1
складнощі,1
складатися,1
складати,1
скарбничку,1
скарбнички,1
скарб,1
скандуванням,1
скалічених,1
скалічене,1
сказати,1
системно,1
системний,1
сировина,1
сирий,1
сир,1
синхронізується,1
синагога,1
симонеттою,1
символізувати,1
силовики,1
сидоренко,1
сестричка,1
серцебиття,1
сержант,1
середовище,1
середньотижневу,1
сердечний,1
сербіна,1
семено,1
секція,1
секунда,1
секторальної,1
секретар,1
сеймасі,1
сезонний,1
свічка,1
світоліна,1
світоглядний,1
світанок,1
свідоцтво,1
свідомий,1
святкувати,1
святий,1
сваритися,1
свавілля,1
сатира,1
сару,1
сапери,1
саня,1
санчесу,1
санкційного,1
санду,1
санаторну,1
самісінький,1
самота,1
самостійність,1
самопожертви,1
самовіддачу,1
самовідданість,1
самобутність,1
сакелларопулу,1
сайрусу,1
саеймі,1
сабаха,1
річний,1
річ,1
рійгікогу,1
рівно,1
рівненщині,1
рівліна,1
рятівники,1
рятівника,1
рятувальники,1
рятувальниками,1
рятувальника,1
рушити,1
рухати,1
рута,1
рус,1
рукостискання,1
руйнування,1
рр,1
роумінгу,1
росіяни,1
росію,1
російського,1
росквіту,1
романчук,1
рол,1
роковини,1
ройтбурда,1
розібратися,1
розшифровки,1
розширюватися,1
розширити,1
розширений,1
розчулення,1
розстріляти,1
розстріл,1
розслідують,1
розслабитися,1
розробник,1
розробляти,1
розрахунок,1
розпочинати,1
розпочатися,1
розпорядником,1
розподіл,1
розмістити,1
розмаїтій,1
розмаїття,1
розкопка,1
роздум,1
роздоріжжя,1
розглянутий,1
розглядатися,1
розвязка,1
розвязання,1
розвантажуватись,1
розбудовуємо,1
розбудовуватимуть,1
розбитися,1
родинний,1
робітник,1
роботодавець,1
реінтеграції,1
реєстрація,1
референдум,1
реувена,1
ресурс,1
ресторан,1
рестарт,1
респіратори,1
репостом,1
ремонт,1
ректор,1
рекордів,1
рекордного,1
реконструкція,1
рекомендувати,1
рекомендація,1
рекламний,1
рейзлін,1
рейдерства,1
рейва,1
результативність,1
результативною,1
резолюція,1
резнік,1
резерв,1
регламент,1
ревіталізації,1
революційний,1
ребелу,1
реалія,1
реалізувати,1
реалізовуватися,1
реалізований,1
реальність,1
реально,1
реакція,1
реабілітаційні,1
рб,1
ратифіковано,1
ратифікація,1
ратифікацію,1
расовий,1
ранній,1
ранг,1
рамадану,1
ракетка,1
районний,1
район,1
радіти,1
радісний,1
радіаційний,1
піхотинці,1
пістолет,1
пісня,1
післязавтра,1
піратського,1
пінчуком,1
пільговий,1
пілотного,1
пілоти,1
пізнається,1
пізнаються,1
пізнавати,1
підтримання,1
підтверджувати,1
підривати,1
підписаний,1
підпис,1
підпалити,1
підозрювані,1
підніматися,1
підлягати,1
підконтрольних,1
підказкою,1
підготувати,1
підвищити,1
підвищення,1
підвести,1
підбити,1
підбирати,1
підбивати,1
півсвіту,1
північноатлантичної,1
північноатлантичного,1
південь,1
пятьох,1
пять,1
пятова,1
пятницю,1
пуща,1
пурим,1
публічно,1
публічний,1
психіатричній,1
прізвище,1
пряник,1
прямий,1
проґавте,1
проєвропейських,1
проявлені,1
прощатися,1
процентна,1
процедура,1
проходити,1
проходження,1
профілактика,1
професіонал,1
протистояння,1
протилежний,1
просунутися,1
просуватися,1
просування,1
проспіть,1
прославити,1
пропорційно,1
пропагандистів,1
пропаганда,1
проміжний,1
промоцію,1
промовляти,1
промовити,1
промисловець,1
проклали,1
прокладе,1
прозоро,1
продукт,1
продовольчий,1
продовжуватися,1
продовжиться,1
продемонструвати,1
прогулявся,1
проголошувати,1
проголошення,1
проголосувати,1
проговорити,1
прогнозування,1
провінція,1
провокація,1
провина,1
проведений,1
провалила,1
провадження,1
приїхати,1
приїздити,1
приєднатися,1
пришвидшення,1
причорномор,1
причетний,1
прицілитися,1
прицілився,1
приход,1
прихильник,1
прифронтове,1
притягнуті,1
присяжних,1
прирівняні,1
природний,1
природа,1
припиняти,1
припинені,1
принциповість,1
принциповий,1
принц,1
приносити,1
приміщення,1
прикрий,1
прийнятність,1
приймальний,1
призвести,1
приділяти,1
приділити,1
придбати,1
придбання,1
приголомшений,1
привітання,1
привіт,1
привід,1
привести,1
приватизувати,1
приваблювати,1
приваблення,1
прибувати,1
престол,1
престижність,1
пресвятий,1
премєру,1
премєре,1
президентства,1
президентку,1
презентуємо,1
предстоятелів,1
представництво,1
представлення,1
предметний,1
предмет,1
працюючий,1
практично,1
прадавній,1
прагматичний,1
правосуддя,1
правоохоронці,1
правоохоронцями,1
правоохоронцям,1
правовий,1
правильно,1
правильний,1
праведник,1
поінформував,1
поєднання,1
поєдинок,1
пояснення,1
пошуковий,1
пошук,1
пошкоджену,1
почуття,1
почутий,1
почеснішим,1
потяк,1
потужнішим,1
потрясіння,1
потихеньку,1
постійно,1
поступово,1
поступатися,1
постріл,1
постать,1
поставка,1
посприяти,1
послання,1
посилитися,1
посилений,1
посвідчення,1
порішати,1
порівняти,1
порівняння,1
порушувати,1
порушення,1
португальських,1
порти,1
порозумітися,1
поранити,1
поранення,1
порадіти,1
популяризуємо,1
поповнюють,1
поновлення,1
помітний,1
помякшення,1
помилуваний,1
помилитися,1
помешкання,1
помазан,1
поліпшити,1
поліпшення,1
полянський,1
поляк,1
полтавський,1
половина,1
полегшувати,1
пола,1
покров,1
покрити,1
покривати,1
покращуючи,1
покращуються,1
покликання,1
покликаний,1
покласти,1
покладатися,1
поклад,1
покарати,1
покараний,1
познань,1
позитиву,1
позитивом,1
позитивно,1
позбавлення,1
позачергове,1
пожертвували,1
пожежники,1
пожежниками,1
пожвавлення,1
поділитися,1
подивитися,1
подзвонити,1
подвиг,1
подача,1
податковий,1
погодив,1
поглянути,1
поглиблюватиметься,1
погашення,1
погасити,1
поганий,1
повірити,1
повідомляти,1
повязують,1
повязані,1
повязана,1
повторюватися,1
повторювати,1
повторення,1
повноправне,1
повнолітніми,1
повноважним,1
повинен,1
поверхівці,1
побути,1
побудова,1
побороти,1
побачення,1
побачений,1
пневматичного,1
плідно,1
плр,1
пливти,1
платня,1
пластикових,1
плануватися,1
планетарний,1
плакати,1
плавчині,1
плавчиня,1
питний,1
писати,1
петицій,1
песах,1
першопрохідцем,1
персонал,1
перетворитися,1
перестати,1
переселенців,1
переробка,1
переплетені,1
переосмислення,1
переміщених,1
переконатися,1
переконання,1
перекличку,1
перейти,1
передвиборчій,1
передбачатися,1
передача,1
передання,1
переданий,1
перед,1
переговорного,1
переговорний,1
переглянути,1
перевірити,1
перевезти,1
перевезення,1
переведення,1
переважний,1
перевага,1
перебіг,1
пер,1
пекти,1
педро,1
певно,1
певен,1
паче,1
патріотичний,1
патріотизм,1
патронатом,1
пасажирський,1
пасажир,1
парубія,1
партнерські,1
партнерським,1
паркеті,1
паризький,1
парвіза,1
парвіз,1
параскева,1
параплавців,1
паралімпійські,1
паралімпіади,1
параканоїстка,1
парадоксально,1
папірець,1
панченко,1
пандемія,1
памяттю,1
памятних,1
памятатиму,1
памятатиме,1
пам,1
палкий,1
палац,1
палати,1
пакет,1
очищення,1
очевидно,1
оцінювати,1
оцифрували,1
охоплення,1
охопити,1
офіційно,1
офіс,1
оформляти,1
оформлення,1
оформити,1
отримувати,1
отриманий,1
отаман,1
осучаснення,1
остапченко,1
оснащені,1
оснащених,1
оскарженню,1
освітяни,1
освітян,1
освенцімі,1
орієнтований,1
оригінал,1
орбіта,1
оракул,1
опік,1
опублікувати,1
оптиміст,1
оптимізація,1
оплата,1
опк,1
опитування,1
опалення,1
оновити,1
оминути,1
омельчук,1
олімпійцями,1
олігархічний,1
олень,1
оксамитовий,1
окружний,1
означати,1
ознака,1
одразу,1
одноосібно,1
однаковий,1
одещино,1
одержувати,1
ода,1
огранювання,1
оголошення,1
оголошений,1
оговтуємося,1
огляд,1
овсій,1
овв,1
обіцянка,1
обірватися,1
обійняти,1
обіймати,1
обійма,1
обізнаний,1
обєктивність,1
обєктивного,1
обєктивне,1
обєднується,1
обєднуємо,1
обєднуватися,1
обєднувати,1
обєднають,1
обєднанні,1
обєднана,1
обєднавшись,1
обєднавши,1
обурюють,1
обсє,1
обстріли,1
обстеження,1
образа,1
обоє,1
обороноспроможності,1
обороноздатності,1
оборонно,1
обовязків,1
обмінялися,1
обмінювати,1
обмін,1
обмежувати,1
обласний,1
обладнання,1
обладнаний,1
обирати,1
оберігати,1
оаск,1
оае,1
оpportunity,1
ніч,1
нікополь,1
нью,1
нурсултан,1
норманді,1
нормально,1
новорічний,1
новообраному,1
новгородський,1
нинішній,1
низький,1
нижчий,1
нещодавній,1
нехтувати,1
нехами,1
неуцтво,1
неухильно,1
нетерплячі,1
нетерпимість,1
несумісних,1
нестримний,1
несприйняття,1
несподіваний,1
нескорених,1
нерухомий,1
непідкупність,1
неприйняття,1
неприйнятно,1
неприйнятний,1
неправі,1
неправий,1
непостійних,1
непоправною,1
непомітний,1
неподільну,1
неподільна,1
неподання,1
неповторний,1
неодноразово,1
неодмінно,1
необхідно,1
необробленої,1
ненька,1
ненависть,1
неминучий,1
немало,1
нельсона,1
нелегально,1
неймовірно,1
незрівнянна,1
незручний,1
незмінності,1
незламності,1
незламним,1
незламний,1
нездоланна,1
незаконний,1
недоторканність,1
недостовірних,1
недостатньо,1
недороге,1
недобросовісних,1
недарма,1
негаразди,1
невідємною,1
невідємна,1
невідкладно,1
невідкладний,1
невідворотність,1
невідворотної,1
невтомно,1
невирішені,1
невиправний,1
невипадковість,1
невипадково,1
невимовний,1
невизнання,1
небезпечний,1
небезпека,1
небайдужість,1
небайдужі,1
нбу,1
нашым,1
нація,1
нацполіції,1
нацистський,1
нацист,1
нацизму,1
нацизм,1
нацгвардійці,1
нацгвардійця,1
нацбезпеці,1
нацбанк,1
нафтогаз,1
наусєді,1
науседу,1
науседене,1
натхненний,1
натомість,1
натискаєш,1
насібова,1
настільному,1
наступати,1
настання,1
наскільки,1
насилля,1
насамперед,1
нарімана,1
нарівні,1
нарухіто,1
нарощувати,1
нарощування,1
нарада,1
напругий,1
напруга,1
напрацювали,1
напрацьовували,1
наполегливістю,1
наполегливості,1
напоготові,1
наповнюються,1
наповнити,1
написати,1
напевно,1
напад,1
наочний,1
нанотехнологій,1
намагатися,1
намагання,1
налаштованість,1
налагодити,1
наказ,1
нак,1
найтепліші,1
найтемнішій,1
найстрашніший,1
найскладніший,1
найсильніший,1
найрізноманітніший,1
найрідніших,1
найрейтинговіших,1
найрадіснішим,1
найперспективніша,1
найочевидніше,1
найняти,1
наймасштабнішими,1
найзапекліших,1
найдостойніших,1
найдорожчий,1
найглибший,1
найважче,1
найболючіше,1
назвати,1
наек,1
надіслати,1
надійти,1
надходження,1
надто,1
надсилати,1
надрокористувачів,1
надра,1
надихне,1
надихає,1
надихати,1
надихайтеся,1
надихайте,1
надважливої,1
надважливою,1
надважлива,1
надважких,1
нагляд,1
нагадувати,1
нагадувань,1
навязують,1
навчити,1
навчати,1
навантаження,1
набути,1
набрати,1
наблизити,1
наближають,1
наближатися,1
набагато,1
мішелю,1
міцніший,1
місткий,1
містичний,1
містити,1
міністерство,1
мінімізувати,1
мінімальний,1
мінцифри,1
мілітаризації,1
мільйонного,1
мікроскоп,1
міжрелігійної,1
міжлюдські,1
мязами,1
мусульманин,1
мусити,1
мужність,1
мужньо,1
мотивовані,1
мотив,1
мостового,1
москаленко,1
моргнути,1
монастир,1
молодець,1
молебні,1
молдовської,1
модернізуємо,1
модернізація,1
могутній,1
мовлення,1
мобільність,1
множаться,1
митний,1
митець,1
мистецький,1
мистецтво,1
миротворців,1
миротворця,1
миня,1
милосердя,1
миколаївщині,1
мзс,1
мешканець,1
метте,1
метровий,1
метод,1
металургія,1
металобрухт,1
мести,1
мертвий,1
мер,1
меншість,1
менший,1
ментально,1
мейнстрим,1
медіагрупами,1
медіаграмотності,1
меджлісу,1
меддопомоги,1
медалістів,1
медаля,1
медальне,1
маєю,1
матч,1
матуся,1
матеріальний,1
материнський,1
матер,1
маса,1
маріїнського,1
маріуполі,1
маріо,1
маряна,1
марселу,1
марно,1
маніпуляція,1
маніпулювали,1
манько,1
мандат,1
малюнок,1
макрофінансова,1
македонський,1
майорить,1
майно,1
мажула,1
мадам,1
магнітів,1
магнітом,1
магніт,1
магазин,1
літієву,1
ліття,1
літати,1
лісгоспів,1
ліс,1
ліквідований,1
ліквідаторам,1
лікарський,1
лік,1
лівий,1
лібералізація,1
лякати,1
лягати,1
лютий,1
людяності,1
людська,1
людиноцентрична,1
люба,1
львівщині,1
львівський,1
лунати,1
локації,1
логістику,1
лиця,1
лицар,1
лихий,1
литовченко,1
листопад,1
ленс,1
лекторів,1
лейкемію,1
легший,1
легкість,1
легкоатлети,1
легкоатлет,1
легкий,1
легалізація,1
легальний,1
левітса,1
левена,1
латвійської,1
латвійському,1
латвійських,1
латає,1
ласкаво,1
ласка,1
ланч,1
лайком,1
лад,1
лава,1
күніңмен,1
кішіду,1
кіберцентрі,1
кіберрозвідкам,1
кібератак,1
курца,1
курбан,1
купюрі,1
купувати,1
кульовій,1
ксенія,1
кросівках,1
крокувати,1
кричуще,1
критично,1
критичний,1
крипака,1
крик,1
кризовий,1
кривавий,1
кремлі,1
кремля,1
кредитування,1
кредитний,1
креативних,1
креативна,1
красиво,1
краматорського,1
краматорськ,1
кра,1
коштувати,1
костюм,1
костевич,1
корупціонери,1
корупціонерам,1
корупційних,1
коронавірусної,1
королівський,1
корольов,1
королева,1
корисно,1
копійка,1
копалина,1
кооперація,1
конґресовий,1
конча,1
концесію,1
концентрація,1
конфесія,1
контрабандистів,1
контекст,1
конте,1
консули,1
констатувати,1
консенсус,1
конкурсний,1
конкурс,1
конкурентоспроможними,1
конкретнішими,1
конгресмени,1
конгрес,1
комюніке,1
комфортнішим,1
комфортну,1
комфортним,1
комфортне,1
комфорт,1
комуністичних,1
компонент,1
комплексний,1
комплекс,1
компетентність,1
комерційний,1
комбінований,1
коляденко,1
коль,1
колосальний,1
колоритна,1
коло,1
колектив,1
колапс,1
кокусу,1
козак,1
кодекс,1
ковід,1
ковтуна,1
ковбаса,1
коваль,1
коаліція,1
князь,1
кнопкодавство,1
кнопка,1
книжка,1
кнесету,1
клітинку,1
кліматичний,1
ключ,1
клуб,1
клаусу,1
класний,1
класик,1
київщині,1
киримли,1
килим,1
керувати,1
кермо,1
кейсів,1
кейс,1
квітнути,1
квиток,1
квитанції,1
квартал,1
кваліфікаційної,1
кафе,1
католицький,1
катеріни,1
катери,1
катастрофічний,1
катару,1
карєрі,1
картинка,1
каратистів,1
каратиста,1
карат,1
карантині,1
карантинні,1
капітан,1
капу,1
канцлерки,1
каноїстки,1
каноїстка,1
кандидатура,1
кандидат,1
канадців,1
камянці,1
камоеша,1
камишева,1
кадр,1
кабінетного,1
йосіхіде,1
йорка,1
йорданією,1
йогурти,1
йоганнісу,1
зігріють,1
зібрати,1
зєднуєте,1
зясування,1
зясовані,1
зявився,1
зшиваємо,1
зустрічати,1
зупинятися,1
зупинка,1
зупинений,1
зубковська,1
зрілість,1
зрілий,1
зручніший,1
зруйнувати,1
зразок,1
зрадити,1
зондом,1
зозуля,1
зніматися,1
знятий,1
зняти,1
зно,1
знищувати,1
знищення,1
знищений,1
зникнути,1
знизити,1
знижувати,1
зневіра,1
знаковий,1
знайомство,1
знайдений,1
знадобитися,1
зміцнюватися,1
змінюватися,1
змі,1
змушувати,1
змушений,1
змужнілі,1
змагатися,1
зловмисники,1
зловживання,1
зленка,1
злагодженої,1
зимовий,1
зима,1
землевпорядної,1
землевпорядника,1
зеленчук,1
зеленського,1
здійснюватися,1
здобуток,1
здобутий,1
здатися,1
здаватися,1
згуртованість,1
згуртованості,1
згуртованого,1
згоріти,1
згодний,1
згода,1
згадати,1
звітувати,1
звіт,1
звістка,1
звірили,1
звільняти,1
звязківців,1
звязком,1
звязкова,1
зволікань,1
зводити,1
звичайний,1
звичай,1
звитяга,1
званий,1
збір,1
збільшитися,1
збігатися,1
збудувати,1
зближення,1
збиття,1
збити,1
збиратися,1
зберігатися,1
збережений,1
збалансований,1
заявляти,1
заявка,1
заявити,1
зацікавленість,1
захоплювати,1
захищений,1
захисний,1
захворюваність,1
зафіксувати,1
затримувати,1
заторів,1
затишок,1
затишно,1
затерти,1
затвердження,1
засіб,1
заступник,1
застереження,1
застарілий,1
заспі,1
заснування,1
заснований,1
засмучений,1
засмутила,1
заслуга,1
засвідчувати,1
заряджають,1
заручившись,1
заруба,1
зарплата,1
зареєструвати,1
запустити,1
запускаємо,1
запускаю,1
запроваджувати,1
запровадження,1
запроваджений,1
запрацює,1
запрацювала,1
запорізький,1
заповідник,1
запобігти,1
заплющувати,1
запливів,1
запливі,1
запитати,1
запитання,1
заперечити,1
запевнити,1
запальний,1
запалити,1
заощаджує,1
заохочувати,1
замовник,1
замайорів,1
залізничний,1
залужний,1
залежати,1
закінчувати,1
закінчити,1
закріплює,1
закриття,1
закривати,1
законотворчості,1
законодавчий,1
закласти,1
закамянілому,1
зайвий,1
зазначити,1
заздрити,1
задум,1
задоволені,1
задоволення,1
задекларував,1
загребельний,1
загострилася,1
загострення,1
заговорити,1
загартовані,1
загарбник,1
загальноєвропейського,1
загальнонаціональну,1
завітати,1
завідомо,1
завтрашній,1
завойовують,1
завойовували,1
завершитися,1
завершити,1
завершальний,1
завдати,1
завадити,1
забудова,1
забронзовіти,1
заборона,1
заборгованість,1
забирати,1
забаритися,1
жіночий,1
жінка,1
журналістика,1
жрець,1
жорстко,1
життєво,1
життєвий,1
жест,1
жванецький,1
жваво,1
жар,1
жадоба,1
ефективність,1
ефективно,1
естонцям,1
естонському,1
естонських,1
ескалацію,1
ерудованих,1
ерозія,1
епіцентрі,1
епідконтроль,1
епоха,1
ентузіазм,1
енергійності,1
енергопостачання,1
енергозбереження,1
енергоефективність,1
енергоблоку,1
енергобезпеки,1
еміру,1
емірату,1
еміратським,1
еліта,1
еліна,1
електростанція,1
екстреної,1
екстра,1
економічно,1
екологія,1
еколог,1
егілса,1
евакуювали,1
евакуював,1
евакуйованих,1
евакуйований,1
діяч,1
діючий,1
дітлах,1
дітки,1
діловий,1
діло,1
дідусь,1
діджиталізації,1
дівчата,1
діамант,1
діагностик,1
дьяченка,1
дуброва,1
дубля,1
ду,1
драґі,1
драйву,1
дп,1
дошкільнят,1
дочекатися,1
дохідної,1
дотримуватися,1
дотримаємося,1
дотримав,1
доторкнутися,1
дотичні,1
дотик,1
дотепний,1
досяжну,1
досяжна,1
досягнути,1
досьо,1
достойний,1
достатньо,1
доставка,1
доручити,1
доручення,1
доручаю,1
дорослий,1
дорожній,1
доповідь,1
донечка,1
донесення,1
домовлятися,1
домагатися,1
долучиться,1
долучилися,1
долучаючись,1
долучайтеся,1
долучайтесь,1
долучайся,1
докладно,1
дозвілля,1
додатися,1
доданий,1
додавати,1
договір,1
довірчим,1
довірити,1
довідка,1
довший,1
доводитися,1
довготривалий,1
довгостроковий,1
довголіття,1
довгождане,1
довгий,1
добємося,1
доброчесність,1
доброта,1
добросусідські,1
доброзичливий,1
добрий,1
добиватися,1
дн,1
дитсадки,1
дитинство,1
дистанційно,1
дислокації,1
дискутують,1
дипломатія,1
диплом,1
динамо,1
диктувати,1
дивовижний,1
диво,1
диверсифікації,1
диверсифікацію,1
дзвінок,1
джузеппе,1
джерело,1
джелялова,1
джастіне,1
джастіна,1
дешевші,1
децентралізації,1
детінізація,1
десять,1
десяток,1
десятиріччя,1
десятиліття,1
десантників,1
держінституції,1
держспецзвязку,1
держслужбовців,1
держслужбовці,1
держсекретар,1
держпідприємств,1
держпослуг,1
держкомісію,1
держбюджет,1
дерегуляція,1
дерево,1
депутатський,1
депортовано,1
депортація,1
деолігархізація,1
деокупація,1
демонополізація,1
демон,1
делегація,1
декада,1
дезінформація,1
деескалації,1
дебютний,1
двісті,1
двопартійний,1
дарї,1
дарю,1
дар,1
дань,1
данським,1
дама,1
далекосяжні,1
давнина,1
давидківцях,1
дабі,1
дабрабыту,1
гітанасу,1
гірший,1
гімнастів,1
гімнастикою,1
гімнастики,1
гімназіаду,1
гігієна,1
гібридній,1
гібридні,1
гучний,1
густава,1
гурток,1
гумор,1
грузинський,1
грудень,1
громадянський,1
гривня,1
гривневій,1
грецький,1
грек,1
грації,1
грандіозний,1
грамотності,1
гральні,1
грального,1
гострота,1
гостро,1
госпіталізовані,1
госпіталь,1
горуну,1
горе,1
гордо,1
гонтар,1
голос,1
голокост,1
головнокомандувачу,1
годинник,1
глядач,1
гладко,1
героїчно,1
геращенко,1
геополітичного,1
географічно,1
генсека,1
генеральний,1
гвардія,1
гасінні,1
гасити,1
гарячий,1
гаряч,1
гараж,1
ганебний,1
гандзюк,1
галущенко,1
галерея,1
газпрому,1
газотранспортний,1
газопровід,1
гаазі,1
вїзна,1
вїзду,1
вічність,1
віче,1
віце,1
вісім,1
вірянам,1
вірченко,1
вірусологів,1
віртуальний,1
вірно,1
вірний,1
вільно,1
віковий,1
віко,1
вікно,1
візитівкою,1
відійти,1
відчуття,1
відчутно,1
відхід,1
відсьогодні,1
відсунути,1
відсоток,1
відрізняти,1
відродження,1
відриватися,1
відремонтували,1
відреагувати,1
відпрацьовує,1
відпрацьовуватимуть,1
відправною,1
відправна,1
відправляти,1
відправити,1
відпочинок,1
відповідь,1
відповідність,1
відомість,1
відображати,1
відновлюваній,1
відновлений,1
відновиться,1
відмовитися,1
відмова,1
відлетить,1
відкриватися,1
відкликати,1
відкликав,1
відкладанню,1
відкат,1
відеопривітань,1
відеопривітання,1
відеоконференції,1
відеовключення,1
віддачі,1
відвести,1
відверто,1
відбудувати,1
відбирати,1
вязниць,1
вязень,1
вшанування,1
вшановуємо,1
вшановуючи,1
вчинок,1
вчений,1
входити,1
входження,1
вуличний,1
вузький,1
втілюватися,1
втручатися,1
втрутитися,1
втричі,1
втамує,1
встигнути,1
встановлювати,1
всеукраїнський,1
всесвятості,1
всеосяжне,1
вселенський,1
всевишній,1
вручити,1
вражений,1
вр,1
впровадити,1
впроваджуватимуться,1
впроваджуваних,1
вправа,1
впливовий,1
впевненість,1
впасти,1
вояк,1
воювати,1
восьмий,1
восторжествувати,1
воскресіння,1
восени,1
ворота,1
вооз,1
волонтерів,1
волонтерський,1
воло,1
волинський,1
возити,1
водій,1
водопостачання,1
водночас,1
водиці,1
водень,1
вогнепальним,1
вогнеборців,1
внутрішньо,1
внесений,1
вмф,1
вмотивовані,1
влучити,1
власник,1
вкрай,1
включно,1
включати,1
вкладати,1
вккс,1
виїзд,1
виявлення,1
вияв,1
вищати,1
вишитий,1
вишеградській,1
виходець,1
вихователь,1
витримка,1
витратити,1
витрата,1
високопрофесійним,1
високоповажного,1
висококласну,1
висадити,1
вирішальний,1
вирушати,1
вирувати,1
виразний,1
випускник,1
випуск,1
виправдати,1
виправдання,1
виплата,1
випередити,1
випереджати,1
виняток,1
виноробні,1
виникнути,1
винести,1
вимір,1
вильоту,1
використовуватися,1
використати,1
використання,1
викоренення,1
виконуватися,1
виконати,1
виконавчий,1
виключно,1
викид,1
вийти,1
визначення,1
визначений,1
визначальний,1
вижити,1
виділити,1
видно,1
видатися,1
вид,1
вигляд,1
вигадати,1
вивчати,1
вивозиться,1
вивести,1
виведення,1
виваженість,1
виборець,1
вибачити,1
вибачення,1
взяття,1
взаємосумісність,1
взаєморозуміння,1
взаємовигідну,1
взаємовигідного,1
взаємовигідним,1
вживати,1
веєм,1
вечір,1
вести,1
веслування,1
веселий,1
вершина,1
верховенству,1
верховенство,1
вербки,1
венеціанської,1
велотреку,1
велосипед,1
великодній,1
велетень,1
везти,1
вежа,1
ведення,1
вдруге,1
вдихнути,1
вдень,1
вдатися,1
вдалий,1
вгамувати,1
ввп,1
ввечері,1
ввести,1
вболіваєте,1
вболівають,1
вболіватимуть,1
вболіватимемо,1
вболіватиме,1
вболівати,1
вболіваймо,1
вбивати,1
вберегти,1
варіант,1
вартувати,1
вартовий,1
вантажівок,1
вантажообігу,1
вантаж,1
вакцинувався,1
вакцину,1
вакцинація,1
важко,1
вагон,1
вагомість,1
ваговий,1
вагання,1
бітліс,1
біркенау,1
біотехнологія,1
більший,1
білодід,1
білогородці,1
білла,1
білий,1
бійню,1
бійка,1
бій,1
бідність,1
бідний,1
бібліотека,1
бєсєдіну,1
бюрократія,1
бюро,1
букінгемському,1
буксир,1
буква,1
будівельник,1
броньовані,1
бронежилетів,1
британців,1
британський,1
бриз,1
брехня,1
бреус,1
братерство,1
бранець,1
бракувати,1
бразильцям,1
браво,1
боєздатну,1
боєздатне,1
ботурчук,1
бортницької,1
бориспільської,1
борговий,1
борг,1
болгарський,1
